Tax Year,Resident Type,Place of Residence,Country,State,County,Disclosure,Number of All Returns,NY AGI of All Returns (in thousands) *,Tax Liability of All Returns (in thousands) **,Number of Taxable Returns,NY AGI of Taxable Returns (in thousands) *,Tax Liability of Taxable Returns (in thousands) **,Number of Nontaxable Returns,NY AGI of Nontaxable Returns (in thousands) *,Tax Liability of Nontaxable Returns (in thousands) **,Average NY AGI of All Returns,Average Tax of All Returns,Average NY AGI of Taxable Returns,Average Tax of Taxable Returns,Average NY AGI of Nontaxable Returns,County Sort Order
2014,Full-Year Resident,Oneida,United States,New York,Oneida,,"100,985","4,321,742.69","158,192.68","64,739","3,978,770.91","175,790.12","36,246","342,971.78","-17,597.43","42,796","1,566","61,459","2,715","9,462",36
2014,Full-Year Resident,Onondaga,United States,New York,Onondaga,,"212,934","11,531,333.29","483,855.08","146,343","10,914,950.59","519,830.01","66,591","616,382.71","-35,974.93","54,154","2,272","74,585","3,552","9,256",37
2014,Full-Year Resident,Ontario,United States,New York,Ontario,,"50,857","2,812,065.19","119,782.52","35,379","2,680,202.74","126,448.31","15,478","131,862.45","-6,665.80","55,294","2,355","75,757","3,574","8,519",38
2014,Full-Year Resident,Orange,United States,New York,Orange,,"166,109","9,972,865.95","391,029.67","115,858","9,463,012.18","415,255.25","50,251","509,853.77","-24,225.58","60,038","2,354","81,678","3,584","10,146",39
2014,Full-Year Resident,Orleans,United States,New York,Orleans,,"17,607","663,697.94","20,685.18","11,366","598,793.56","23,777.24","6,241","64,904.38","-3,092.06","37,695","1,175","52,683","2,092","10,400",40
2014,Full-Year Resident,Oswego,United States,New York,Oswego,,"50,851","2,150,825.47","76,711.92","33,597","1,986,541.81","84,239.91","17,254","164,283.66","-7,527.99","42,297","1,509","59,129","2,507","9,521",41
2014,Full-Year Resident,Otsego,United States,New York,Otsego,,"25,435","1,110,718.81","42,593.36","16,486","1,034,318.78","46,324.66","8,949","76,400.03","-3,731.30","43,669","1,675","62,739","2,810","8,537",42
2014,Full-Year Resident,Putnam,United States,New York,Putnam,,"46,886","3,822,013.85","181,463.63","35,551","3,741,042.69","184,134.29","11,335","80,971.16","-2,670.66","81,517","3,870","105,230","5,179","7,143",43
2014,Full-Year Resident,Rensselaer,United States,New York,Rensselaer,,"73,591","3,697,531.21","149,438.86","51,392","3,504,770.76","158,522.06","22,199","192,760.45","-9,083.20","50,244","2,031","68,197","3,085","8,683",44
2014,Full-Year Resident,Rockland,United States,New York,Rockland,,"138,543","10,596,577.94","454,883.37","94,724","10,338,499.44","478,140.80","43,819","258,078.50","-23,257.43","76,486","3,283","109,143","5,048","5,890",45
2014,Full-Year Resident,St. Lawrence,United States,New York,St. Lawrence,,"40,966","1,653,724.85","55,920.39","25,722","1,504,936.84","63,392.97","15,244","148,788.01","-7,472.59","40,368","1,365","58,508","2,465","9,760",46
2014,Full-Year Resident,Saratoga,United States,New York,Saratoga,,"107,902","6,928,433.91","326,501.60","80,322","6,771,779.76","335,440.75","27,580","156,654.16","-8,939.15","64,210","3,026","84,308","4,176","5,680",47
2014,Full-Year Resident,Schenectady,United States,New York,Schenectady,,"73,772","3,732,438.23","151,983.84","50,608","3,507,005.77","162,589.69","23,164","225,432.45","-10,605.85","50,594","2,060","69,297","3,213","9,732",48
2014,Full-Year Resident,Schoharie,United States,New York,Schoharie,,"13,290","550,713.84","19,733.84","8,635","512,550.08","21,742.63","4,655","38,163.76","-2,008.79","41,438","1,485","59,357","2,518","8,198",49
2014,Full-Year Resident,Schuyler,United States,New York,Schuyler,,"8,129","331,262.02","11,453.37","5,361","307,499.21","12,710.50","2,768","23,762.82","-1,257.13","40,751","1,409","57,359","2,371","8,585",50
2014,Full-Year Resident,Seneca,United States,New York,Seneca,,"14,806","598,176.66","20,066.81","9,433","541,270.13","22,764.25","5,373","56,906.53","-2,697.44","40,401","1,355","57,380","2,413","10,591",51
2014,Full-Year Resident,Steuben,United States,New York,Steuben,,"42,390","1,941,127.24","72,923.41","27,327","1,794,351.40","80,055.35","15,063","146,775.85","-7,131.94","45,792","1,720","65,662","2,930","9,744",52
2014,Full-Year Resident,Suffolk,United States,New York,Suffolk,,"730,112","55,812,241.60","2,824,118.22","531,015","54,492,991.24","2,889,788.59","199,097","1,319,250.36","-65,670.38","76,443","3,868","102,620","5,442","6,626",53
2014,Full-Year Resident,Sullivan,United States,New York,Sullivan,,"31,333","1,365,183.60","48,354.22","19,778","1,266,486.33","53,915.04","11,555","98,697.28","-5,560.82","43,570","1,543","64,035","2,726","8,542",54
2014,Full-Year Resident,Tioga,United States,New York,Tioga,,"22,224","999,081.38","34,003.69","14,588","909,318.73","37,217.30","7,636","89,762.64","-3,213.61","44,955","1,530","62,333","2,551","11,755",55
2014,Full-Year Resident,Tompkins,United States,New York,Tompkins,,"38,575","2,246,880.16","98,918.70","28,245","2,157,590.50","103,229.16","10,330","89,289.66","-4,310.46","58,247","2,564","76,388","3,655","8,644",56
2014,Full-Year Resident,Ulster,United States,New York,Ulster,,"80,597","4,149,040.64","175,747.63","55,293","3,975,976.70","184,730.39","25,304","173,063.94","-8,982.76","51,479","2,181","71,907","3,341","6,839",57
2014,Full-Year Resident,Warren,United States,New York,Warren,,"32,205","1,545,676.34","66,649.70","21,866","1,519,304.07","70,365.05","10,339","26,372.27","-3,715.35","47,995","2,070","69,482","3,218","2,551",58
2014,Full-Year Resident,Washington,United States,New York,Washington,,"27,092","1,095,716.30","35,374.69","17,863","1,008,943.35","39,669.66","9,229","86,772.96","-4,294.97","40,444","1,306","56,482","2,221","9,402",59
2014,Full-Year Resident,Wayne,United States,New York,Wayne,,"42,667","1,856,690.63","65,521.91","29,295","1,720,640.83","72,077.49","13,372","136,049.81","-6,555.58","43,516","1,536","58,735","2,460","10,174",60
2014,Full-Year Resident,Westchester,United States,New York,Westchester,,"454,120","66,090,475.90","3,995,072.51","330,024","65,735,752.30","4,040,585.92","124,096","354,723.60","-45,513.41","145,535","8,797","199,185","12,243","2,858",61
2014,Full-Year Resident,Wyoming,United States,New York,Wyoming,,"17,479","743,550.76","24,903.23","11,928","680,144.14","28,100.81","5,551","63,406.62","-3,197.59","42,540","1,425","57,021","2,356","11,423",62
2014,Full-Year Resident,Yates,United States,New York,Yates,,"10,643","421,121.13","13,282.57","6,591","374,417.57","15,272.32","4,052","46,703.57","-1,989.74","39,568","1,248","56,807","2,317","11,526",63
2014,Full-Year Resident,"Total, Counties Outside of New York City",United States,New York,"Total, Counties Outside of New York City",,"5,159,869","359,813,045.82","17,543,621.32","3,604,109","349,015,037.22","18,181,747.30","1,555,760","10,798,008.61","-638,125.99","69,733","3,400","96,838","5,045","6,941",64
2014,Full-Year Resident,NYS Unclassified +,United States,New York,NYS Unclassified +,,52,"3,869.43",189.326,31,"3,695.16",200.513,21,174.274,-11.187,"74,412","3,641","119,199","6,468","8,299",65
2014,Full-Year Resident,Residence Unknown ++,United States,New York,Residence Unknown ++,,"3,711","1,062,351.18","74,035.00","2,579","1,056,030.53","74,602.10","1,132","6,320.65",-567.094,"286,271","19,950","409,473","28,927","5,584",66
2014,Full-Year Resident,"Grand Total, Full-Year Resident",United States,New York,"Grand Total, Full-Year Resident",,"9,082,186","673,659,471.95","35,011,775.48","6,071,746","653,582,595.62","36,413,500.04","3,010,440","20,076,876.34","-1,401,724.57","74,174","3,855","107,643","5,997","6,669",67
2014,Full-Year Nonresident,Alabama,United States,Alabama,All,,"1,405","874,205.26","2,388.12",915,"691,396.81","2,401.33",490,"182,808.45",-13.202,"622,210","1,700","755,625","2,624","373,078",100
2014,Full-Year Nonresident,Alaska,United States,Alaska,All,,408,"65,106.24",259.37,215,"54,327.62",261.482,193,"10,778.62",-2.112,"159,574",636,"252,687","1,216","55,848",101
2014,Full-Year Nonresident,Arizona,United States,Arizona,All,,"4,934","2,868,088.85","17,197.67","3,393","2,296,911.83","17,217.74","1,541","571,177.02",-20.073,"581,291","3,486","676,956","5,074","370,653",102
2014,Full-Year Nonresident,Arkansas,United States,Arkansas,All,,714,"1,935,054.81","1,307.77",463,"1,792,348.81","1,328.53",251,"142,706.00",-20.761,"2,710,161","1,832","3,871,164","2,869","568,550",103
2014,Full-Year Nonresident,California,United States,California,All,,"43,343","65,033,556.45","253,692.63","31,263","52,295,861.37","260,681.08","12,080","12,737,695.08","-6,988.44","1,500,440","5,853","1,672,772","8,338","1,054,445",104
2014,Full-Year Nonresident,Colorado,United States,Colorado,All,,"5,619","3,987,694.49","25,470.09","3,999","2,906,444.68","25,582.50","1,620","1,081,249.81",-112.413,"709,680","4,533","726,793","6,397","667,438",105
2014,Full-Year Nonresident,Connecticut,United States,Connecticut,All,,"88,149","41,383,130.09","1,210,200.64","78,090","38,824,136.51","1,213,333.36","10,059","2,558,993.58","-3,132.72","469,468","13,729","497,172","15,538","254,398",106
2014,Full-Year Nonresident,Delaware,United States,Delaware,All,,"2,237","594,282.63","7,488.35","1,687","542,431.98","7,518.43",550,"51,850.66",-30.078,"265,661","3,347","321,536","4,457","94,274",107
2014,Full-Year Nonresident,District of Columbia,United States,District of Columbia,All,,"3,521","2,758,762.88","44,329.70","2,834","2,601,155.68","44,824.14",687,"157,607.20",-494.439,"783,517","12,590","917,839","15,817","229,414",108
2014,Full-Year Nonresident,Florida,United States,Florida,All,,"44,914","31,145,845.66","299,177.66","29,859","25,082,448.45","302,989.07","15,055","6,063,397.21","-3,811.41","693,455","6,661","840,030","10,147","402,750",109
2014,Full-Year Nonresident,Georgia,United States,Georgia,All,,"10,572","6,292,428.03","34,970.81","7,342","4,222,173.21","35,017.47","3,230","2,070,254.82",-46.658,"595,198","3,308","575,071","4,769","640,946",110
2014,Full-Year Nonresident,Hawaii,United States,Hawaii,All,,"1,290","332,640.76","1,840.12",582,"197,777.38","1,847.46",708,"134,863.39",-7.34,"257,861","1,426","339,824","3,174","190,485",111
2014,Full-Year Nonresident,Idaho,United States,Idaho,All,,546,"380,086.16","1,780.92",391,"330,750.56","1,785.84",155,"49,335.60",-4.92,"696,128","3,262","845,909","4,567","318,294",112
2014,Full-Year Nonresident,Illinois,United States,Illinois,All,,"14,300","18,046,878.02","82,998.37","11,705","13,113,023.73","83,022.81","2,595","4,933,854.29",-24.437,"1,262,019","5,804","1,120,293","7,093","1,901,293",113
2014,Full-Year Nonresident,Indiana,United States,Indiana,All,,"2,201","1,534,085.32","6,183.20","1,672","1,429,343.40","6,508.12",529,"104,741.93",-324.918,"696,995","2,809","854,870","3,892","198,000",114
2014,Full-Year Nonresident,Iowa,United States,Iowa,All,,909,"492,110.30","1,757.85",667,"423,224.55","1,757.85",242,"68,885.75",0,"541,375","1,934","634,520","2,635","284,652",115
2014,Full-Year Nonresident,Kansas,United States,Kansas,All,,"1,549","1,543,734.22","2,978.84",969,"1,031,830.77","2,978.84",580,"511,903.45",0,"996,601","1,923","1,064,841","3,074","882,592",116
2014,Full-Year Nonresident,Kentucky,United States,Kentucky,All,,"1,565","660,954.99","3,571.27","1,006","543,132.82","3,574.99",559,"117,822.17",-3.72,"422,335","2,282","539,893","3,554","210,773",117
2014,Full-Year Nonresident,Louisiana,United States,Louisiana,All,,"1,770","843,462.88","4,843.71","1,228","804,441.41","4,847.85",542,"39,021.47",-4.144,"476,533","2,737","655,083","3,948","71,995",118
2014,Full-Year Nonresident,Maine,United States,Maine,All,,"2,576","613,911.19","7,963.83","2,074","532,057.84","7,963.83",502,"81,853.35",0,"238,320","3,092","256,537","3,840","163,054",119
2014,Full-Year Nonresident,Maryland,United States,Maryland,All,,"11,290","7,232,232.75","56,484.00","8,427","6,202,592.18","56,529.78","2,863","1,029,640.57",-45.783,"640,587","5,003","736,038","6,708","359,637",120
2014,Full-Year Nonresident,Massachusetts,United States,Massachusetts,All,,"24,619","22,134,546.20","127,741.20","19,782","17,932,642.22","127,856.32","4,837","4,201,903.98",-115.125,"899,084","5,189","906,513","6,463","868,700",121
2014,Full-Year Nonresident,Michigan,United States,Michigan,All,,"5,087","4,556,712.95","12,278.50","3,815","2,557,290.52","12,285.51","1,272","1,999,422.43",-7.016,"895,756","2,414","670,325","3,220","1,571,873",122
2014,Full-Year Nonresident,Minnesota,United States,Minnesota,All,,"3,449","3,584,726.89","18,139.31","2,752","2,929,128.79","18,293.83",697,"655,598.09",-154.519,"1,039,353","5,259","1,064,364","6,647","940,600",123
2014,Full-Year Nonresident,Mississippi,United States,Mississippi,All,,643,"270,564.96","1,170.03",440,"256,217.72","1,170.03",203,"14,347.24",0,"420,785","1,820","582,313","2,659","70,676",124
2014,Full-Year Nonresident,Missouri,United States,Missouri,All,,"3,003","3,125,807.51","8,957.03","2,221","2,443,164.13","9,049.00",782,"682,643.38",-91.973,"1,040,895","2,983","1,100,029","4,074","872,945",125
2014,Full-Year Nonresident,Montana,United States,Montana,All,,509,"575,138.26",893.485,328,"468,749.91",894.016,181,"106,388.35",-0.531,"1,129,938","1,755","1,429,116","2,726","587,781",126
2014,Full-Year Nonresident,Nebraska,United States,Nebraska,All,,642,"692,865.17",839.258,480,"606,733.81",848.109,162,"86,131.36",-8.851,"1,079,229","1,307","1,264,029","1,767","531,675",127
2014,Full-Year Nonresident,Nevada,United States,Nevada,All,,"2,267","1,969,419.95","9,854.81","1,504","1,371,754.34","9,855.14",763,"597,665.61",-0.324,"868,734","4,347","912,071","6,553","783,310",128
2014,Full-Year Nonresident,New Hampshire,United States,New Hampshire,All,,"3,513","1,653,384.58","8,984.90","2,730","1,177,138.57","9,240.85",783,"476,246.02",-255.946,"470,647","2,558","431,186","3,385","608,232",129
2014,Full-Year Nonresident,New Jersey,United States,New Jersey,All,,"426,454","87,238,878.52","3,132,041.09","387,240","81,975,992.59","3,134,734.11","39,214","5,262,885.94","-2,693.02","204,568","7,344","211,693","8,095","134,209",130
2014,Full-Year Nonresident,New Mexico,United States,New Mexico,All,,973,"344,350.41","3,544.54",638,"216,642.34","3,567.89",335,"127,708.07",-23.347,"353,906","3,643","339,565","5,592","381,218",131
2014,Full-Year Nonresident,North Carolina,United States,North Carolina,All,,"12,870","4,818,148.79","36,772.95","8,334","4,063,946.27","36,831.35","4,536","754,202.52",-58.394,"374,371","2,857","487,635","4,419","166,270",132
2014,Full-Year Nonresident,North Dakota,United States,North Dakota,All,,229,"112,282.87",216.315,148,"102,158.40",216.315,81,"10,124.47",0,"490,318",945,"690,259","1,462","124,993",133
2014,Full-Year Nonresident,Ohio,United States,Ohio,All,,"7,547","5,419,696.71","28,145.30","5,792","4,207,777.05","28,158.19","1,755","1,211,919.66",-12.893,"718,126","3,729","726,481","4,862","690,553",134
2014,Full-Year Nonresident,Oklahoma,United States,Oklahoma,All,,"1,104","1,911,649.35","1,988.01",646,"990,200.32","1,988.08",458,"921,449.03",-0.063,"1,731,566","1,801","1,532,818","3,078","2,011,897",135
2014,Full-Year Nonresident,Oregon,United States,Oregon,All,,"2,051","1,555,191.81","5,256.01","1,498","1,252,168.99","5,266.67",553,"303,022.83",-10.66,"758,260","2,563","835,894","3,516","547,962",136
2014,Full-Year Nonresident,Pennsylvania,United States,Pennsylvania,All,,"61,913","16,175,431.89","201,332.16","51,215","14,324,650.15","201,572.92","10,698","1,850,781.75",-240.757,"261,261","3,252","279,696","3,936","173,003",137
2014,Full-Year Nonresident,Rhode Island,United States,Rhode Island,All,,"2,913","1,564,990.36","10,453.75","2,224","1,281,050.84","10,472.61",689,"283,939.52",-18.867,"537,244","3,589","576,012","4,709","412,104",138
2014,Full-Year Nonresident,South Carolina,United States,South Carolina,All,,"5,117","2,447,996.70","17,681.10","3,267","1,555,362.56","18,036.27","1,850","892,634.14",-355.169,"478,405","3,455","476,083","5,521","482,505",139
2014,Full-Year Nonresident,South Dakota,United States,South Dakota,All,,233,"450,380.22",505.452,149,"364,978.66",505.452,84,"85,401.56",0,"1,932,962","2,169","2,449,521","3,392","1,016,685",140
2014,Full-Year Nonresident,Tennessee,United States,Tennessee,All,,"3,544","4,401,231.95","10,577.03","2,482","2,118,309.83","10,577.43","1,062","2,282,922.12",-0.404,"1,241,883","2,984","853,469","4,262","2,149,644",141
2014,Full-Year Nonresident,Texas,United States,Texas,All,,"15,033","20,198,064.27","64,705.55","11,249","15,230,003.96","64,816.51","3,784","4,968,060.32",-110.96,"1,343,582","4,304","1,353,898","5,762","1,312,912",142
2014,Full-Year Nonresident,Utah,United States,Utah,All,,"1,492","1,309,805.76","6,030.43","1,054","1,086,020.49","6,072.47",438,"223,785.27",-42.034,"877,886","4,042","1,030,380","5,761","510,925",143
2014,Full-Year Nonresident,Vermont,United States,Vermont,All,,"5,631","888,577.31","14,712.39","4,519","767,476.70","14,742.32","1,112","121,100.61",-29.926,"157,801","2,613","169,833","3,262","108,903",144
2014,Full-Year Nonresident,Virginia,United States,Virginia,All,,"14,118","8,698,142.09","63,068.91","10,156","7,748,290.28","63,142.08","3,962","949,851.81",-73.165,"616,103","4,467","762,927","6,217","239,740",145
2014,Full-Year Nonresident,Washington,United States,Washington,All,,"4,448","8,769,341.08","10,984.32","3,012","6,824,586.55","11,002.83","1,436","1,944,754.52",-18.508,"1,971,525","2,469","2,265,799","3,653","1,354,286",146
2014,Full-Year Nonresident,West Virginia,United States,West Virginia,All,,574,"126,563.23",641.453,414,"106,399.21",644.075,160,"20,164.02",-2.622,"220,493","1,118","257,003","1,556","126,025",147
